Type,value,sd,file,treatment
Pi,0.000154,0.000551,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
NnzSnp,114.1577,413.382355,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
S,-2.560139,0.523056,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
ResVar,0.001642,0.002427,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
GenVar,0.012181,0.002458,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
hsq,0.881247,0.17405,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001649.parRes,HN
Pi,0.002692,0.002647,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
NnzSnp,2015.953857,1983.294922,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
S,-0.401985,0.935854,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
ResVar,3.1e-05,1.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
GenVar,1e-05,1.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
hsq,0.236785,0.264914,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001657.parRes,HN
Pi,8.5e-05,0.000151,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
NnzSnp,62.484177,113.076256,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
S,-2.588035,0.363907,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
ResVar,0.00069,0.000461,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
GenVar,0.004384,0.000516,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
hsq,0.863755,0.091366,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001659.parRes,HN
Pi,0.002788,0.002515,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
NnzSnp,2087.769043,1883.17688,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
SigmaSq,2e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
S,-0.154952,0.828093,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
ResVar,0.005916,0.001505,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
GenVar,0.000951,0.001396,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
hsq,0.138403,0.201211,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001660.parRes,HN
Pi,0.001853,0.001748,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
NnzSnp,1387.031372,1309.289185,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
S,0.077171,0.816261,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
ResVar,0.002463,0.000293,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
GenVar,7.6e-05,0.000169,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
hsq,0.029673,0.065414,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001667.parRes,HN
Pi,0.002484,0.002305,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
NnzSnp,1859.380981,1725.859985,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
S,-0.05135,0.908557,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
ResVar,0.000518,0.00012,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
GenVar,6.8e-05,0.000108,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
hsq,0.115611,0.1835,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001749.parRes,HN
Pi,0.002349,0.002284,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
NnzSnp,1758.569214,1710.177002,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
S,-0.175324,0.908763,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
ResVar,0.004517,0.000841,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
GenVar,0.000471,0.000708,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
hsq,0.094673,0.141093,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001772.parRes,HN
Pi,0.002704,0.002432,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
NnzSnp,2024.82959,1821.292847,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
S,-0.61351,0.743578,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
ResVar,8e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
GenVar,3e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
hsq,0.289193,0.272198,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001806.parRes,HN
Pi,0.001201,0.001858,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
NnzSnp,898.487305,1392.091919,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
SigmaSq,6e-06,1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
S,-1.040397,1.408302,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
ResVar,0.014279,0.008709,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
GenVar,0.009239,0.008604,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
hsq,0.392647,0.363902,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001834.parRes,HN
Pi,0.002351,0.002241,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
NnzSnp,1760.547241,1678.872437,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
S,-0.014989,0.813032,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
ResVar,0.002665,0.000464,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
GenVar,0.000228,0.00038,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
hsq,0.079022,0.130733,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001840.parRes,HN
Pi,0.002211,0.002058,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
NnzSnp,1655.924072,1541.675537,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
S,0.252014,0.765845,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
ResVar,0.009049,0.001082,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
GenVar,0.000411,0.000611,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
hsq,0.043459,0.064,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001875.parRes,HN
Pi,0.000906,0.001552,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
NnzSnp,678.161621,1162.548706,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
SigmaSq,1e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
S,-1.193031,1.57216,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
ResVar,0.001643,0.001252,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
GenVar,0.001414,0.00124,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
hsq,0.462661,0.404077,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001888.parRes,HN
Pi,6.3e-05,1.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
NnzSnp,46.331001,9.08636,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
SigmaSq,1.4e-05,2.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
S,-2.522615,0.221156,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
ResVar,0.004443,0.001235,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
GenVar,0.077373,0.002832,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
hsq,0.945671,0.01509,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_001978.parRes,HN
Pi,0.001324,0.001809,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
NnzSnp,990.689087,1355.182739,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
S,-0.909959,1.24238,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
ResVar,1.5e-05,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
GenVar,5e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
hsq,0.22905,0.254492,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002136.parRes,HN
Pi,0.000604,0.000918,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
NnzSnp,451.858185,687.352173,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
S,1.017751,0.847999,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
ResVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
GenVar,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
hsq,0.00724,0.00735,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002138.parRes,HN
Pi,0.002373,0.002295,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
NnzSnp,1776.96875,1719.076538,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
S,-0.376262,1.047588,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
ResVar,9.1e-05,3.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
GenVar,2.7e-05,3.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
hsq,0.225931,0.257702,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002166.parRes,HN
Pi,0.002234,0.002192,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
NnzSnp,1673.051392,1642.226807,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
SigmaSq,2e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
S,0.088114,0.8967,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
ResVar,0.014215,0.001878,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
GenVar,0.000676,0.001258,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
hsq,0.045466,0.083838,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002172.parRes,HN
Pi,0.002108,0.002091,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
NnzSnp,1578.715942,1566.554688,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
S,-0.03841,0.804834,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
ResVar,0.002382,0.000359,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
GenVar,0.000144,0.000271,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
hsq,0.056829,0.106429,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002205.parRes,HN
Pi,0.000108,0.000331,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
NnzSnp,80.188972,248.487274,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
SigmaSq,1.1e-05,1.7e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
S,-2.460327,0.573782,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
ResVar,0.00484,0.007087,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
GenVar,0.038876,0.007204,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
hsq,0.889313,0.160635,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002309.parRes,HN
Pi,0.002052,0.002305,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
NnzSnp,1536.081787,1726.189209,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
S,-0.210421,1.151858,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
ResVar,0.000601,0.000181,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
GenVar,0.000117,0.000172,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
hsq,0.162174,0.238097,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002353.parRes,HN
Pi,0.002923,0.002439,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
NnzSnp,2188.408447,1826.312012,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
S,-0.416225,0.807416,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
ResVar,0.000151,5.9e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
GenVar,6.6e-05,5.8e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
hsq,0.303012,0.261255,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002354.parRes,HN
Pi,0.00397,0.002569,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
NnzSnp,2973.046387,1923.81311,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
SigmaSq,4e-06,7e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
S,-0.867293,0.488451,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
ResVar,0.002335,0.001336,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
GenVar,0.004466,0.001383,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
hsq,0.65566,0.195848,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002358.parRes,HN
Pi,8e-05,3.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
NnzSnp,59.119148,24.335207,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
SigmaSq,2e-06,5e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
S,-2.513856,0.279133,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
ResVar,0.001367,0.000568,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
GenVar,0.00672,0.000689,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
hsq,0.830733,0.07032,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002692.parRes,HN
Pi,0.002025,0.001934,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
NnzSnp,1516.524048,1448.13855,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
SigmaSq,2e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
S,0.15898,0.786371,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
ResVar,0.022612,0.002382,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
GenVar,0.000481,0.00084,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
hsq,0.020821,0.035977,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002742.parRes,HN
Pi,0.000499,0.00117,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
NnzSnp,372.846954,876.516907,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
SigmaSq,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
S,-1.871669,1.10997,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
ResVar,0.000767,4e-04,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
GenVar,0.000741,0.000401,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
hsq,0.490444,0.260528,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002743.parRes,HN
Pi,0.000351,0.001408,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
NnzSnp,262.409058,1054.800415,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
S,-2.461765,0.709234,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
ResVar,6.2e-05,0.000116,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
GenVar,0.000497,0.000117,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
hsq,0.88809,0.206764,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/HN/Results_HN/asv_002768.parRes,HN
